trade_date,security_code,security_name,primary_exchange,refinitiv_code,isin_code,currency,open,high,low,close,volume
20/9/2023,18982,888 HOLDINGS,LON,26862,GI000A0F6407,GBP,1.2019997,1.2019997,1.13,1.1750002,581747
21/9/2023,18982,888 HOLDINGS,LON,26862,GI000A0F6407,GBP,1.1979999,1.1990003,1.1219997,1.1789998,608092
22/9/2023,18982,888 HOLDINGS,LON,26862,GI000A0F6407,GBP,1.1359997,1.1969996,1.1110001,1.1829996,980567
25/9/2023,18982,888 HOLDINGS,LON,26862,GI000A0F6407,GBP,1.1999997,1.1999997,1.0851468,1.106,1538797
26/9/2023,18982,888 HOLDINGS,LON,26862,GI000A0F6407,GBP,1.1149997,1.1160001,1.0827608,1.1020002,577757
27/9/2023,18982,888 HOLDINGS,LON,26862,GI000A0F6407,GBP,1.0880002,1.1239995,1.0749997,1.1049996,527812
28/9/2023,18982,888 HOLDINGS,LON,26862,GI000A0F6407,GBP,0.9875,0.99449997,0.90785599,0.97699997,4889848
29/9/2023,18982,888 HOLDINGS,LON,26862,GI000A0F6407,GBP,0.96749985,1.0229998,0.95049988,1.0019999,2350072
2/10/2023,18982,888 HOLDINGS,LON,26862,GI000A0F6407,GBP,0.98649994,1.0039997,0.93899994,0.9875,1766580
3/10/2023,18982,888 HOLDINGS,LON,26862,GI000A0F6407,GBP,0.94999985,1.0031605,0.94949997,0.95599991,1288248
4/10/2023,18982,888 HOLDINGS,LON,26862,GI000A0F6407,GBP,0.92949997,0.95849991,0.91609192,0.93099991,1020704
9/8/2023,23042,ABRDN,LON,31747,GB00BF8Q6K64,GBP,1.9399996,1.9825,1.9145002,1.9460001,10505657
10/8/2023,23042,ABRDN,LON,31747,GB00BF8Q6K64,GBP,1.9359998,1.974,1.9245005,1.9355001,6384125
11/8/2023,23042,ABRDN,LON,31747,GB00BF8Q6K64,GBP,1.9049997,1.9334202,1.8699999,1.8699999,5984875
14/8/2023,23042,ABRDN,LON,31747,GB00BF8Q6K64,GBP,1.8599996,1.8669996,1.8144999,1.8249997,8299613
15/8/2023,23042,ABRDN,LON,31747,GB00BF8Q6K64,GBP,1.8149996,1.8210001,1.7539997,1.7740001,7021363
16/8/2023,23042,ABRDN,LON,31747,GB00BF8Q6K64,GBP,1.7694997,1.7840004,1.7390003,1.7395,5952344
17/8/2023,23042,ABRDN,LON,31747,GB00BF8Q6K64,GBP,1.6599999,1.6963501,1.6534997,1.6590004,7177656
18/8/2023,23042,ABRDN,LON,31747,GB00BF8Q6K64,GBP,1.6490001,1.6548996,1.6040001,1.6190004,7442895
21/8/2023,23042,ABRDN,LON,31747,GB00BF8Q6K64,GBP,1.632,1.6394997,1.59725,1.6049996,6603727
22/8/2023,23042,ABRDN,LON,31747,GB00BF8Q6K64,GBP,1.6114998,1.6210003,1.592,1.5939998,5807715
23/8/2023,23042,ABRDN,LON,31747,GB00BF8Q6K64,GBP,1.6079998,1.6280002,1.5985003,1.6129999,5906453
24/8/2023,23042,ABRDN,LON,31747,GB00BF8Q6K64,GBP,1.6350002,1.6534997,1.6079998,1.6114998,5047817
25/8/2023,23042,ABRDN,LON,31747,GB00BF8Q6K64,GBP,1.6075,1.625,1.6035004,1.6110001,5805988
29/8/2023,23042,ABRDN,LON,31747,GB00BF8Q6K64,GBP,1.6024999,1.7007503,1.6024999,1.6394997,9773004
30/8/2023,23042,ABRDN,LON,31747,GB00BF8Q6K64,GBP,1.6409998,1.6599999,1.6254998,1.6379995,6858652
31/8/2023,23042,ABRDN,LON,31747,GB00BF8Q6K64,GBP,1.6330004,1.6750002,1.6330004,1.651,24515426
1/9/2023,23042,ABRDN,LON,31747,GB00BF8Q6K64,GBP,1.6560001,1.6618996,1.639,1.6479998,6286676
